userId,movieId,title,genres,rating
1,7153,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,4.5
1,8825,Cheerleader Camp (1987),Comedy|Horror|Mystery,2.5
1,8961,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,4
1,32587,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller,4.5
1,33493,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi,4.5
1,33794,Batman Begins (2005),Action|Crime|IMAX,4.5
1,33834,Land of the Dead (2005),Action|Horror|Thriller,4.5
1,45950,"Inconvenient Truth, An (2006)",Documentary,0.5
1,48516,"Departed, The (2006)",Crime|Drama|Thriller,5
1,48780,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller,4
1,49272,Casino Royale (2006),Action|Adventure|Thriller,3.5
1,52973,Knocked Up (2007),Comedy|Drama|Romance,3.5
1,54286,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller,4
1,57949,"Welcome Home, Roscoe Jenkins (2008)",Comedy,0.5
